tweet_date,account,ioc_type,ioc_value,type_of_attack,tweet_url,text,mb_status,mb_first_seen,mb_last_seen,signature,file_type,reporter,origin_country,first_report,time_difference,time_difference(sec),reference
2021-06-21 13:52:03+00:00,MBThreatIntel,hash,5d2abf9eb3310e498f8510a4966f9ab0,['malspam'],1.4069731888280248e+18,"🚨 #FormBook via CVE-2017-11882 #malspam

➡️ Mal docs:
da283f39df7a4399184f1882695048bc
752e33013becf59e32c926823f0919f2

➡️ Payloads:
5dcdf6c934870b13c42b3548f8747d0a
5d2abf9eb3310e498f8510a4966f9ab0

➡️ Download IP: 
212.192.241.94 https://t.co/c4u4NjJKvD",Not Found,,,,,,,,,,
2021-06-21 14:00:02+00:00,HeliosCert,hash,33c331d45c03453b7c611b19329f89b8cf81b3a264903c62a05b883a8f6ac19d,['malware'],1.406975197845074e+18,"Sample submitted
2021-06-21 14:00:01
Dionaea Honeypot
Protocol: smbd  
Sources: ::ffff:87.117.60.85 
33c331d45c03453b7c611b19329f89b8cf81b3a264903c62a05b883a8f6ac19d

#malware #cyber #security",Not Found,,,,,,,,,,
2021-06-21 16:55:02+00:00,HeliosCert,hash,3d5beb37feda5adfe629ab82582958a484d1593aca2bf10d2cd1e39c00acd15a,['malware'],1.4070192380537897e+18,"Sample submitted
2021-06-21 16:55:01
Dionaea Honeypot
Protocol: smbd  
Sources: ::ffff:117.211.10.78 
3d5beb37feda5adfe629ab82582958a484d1593aca2bf10d2cd1e39c00acd15a

#malware #cyber #security",Not Found,,,,,,,,,,
2021-06-21 17:40:02+00:00,HeliosCert,hash,596e895a009182a31441e3d782369977b8fab95995d9a5fb558c83c25ed4a2ce,['malware'],1.4070305639875052e+18,"Sample submitted
2021-06-21 17:40:02
Dionaea Honeypot
Protocol: smbd  
Sources: ::ffff:27.72.23.160 
596e895a009182a31441e3d782369977b8fab95995d9a5fb558c83c25ed4a2ce

#malware #cyber #security",Malicious,2022-07-20 05:38:06,,WannaCry,dll,openctibr,,Twitter,"393 days, 11:58:04",33998284.0,
2021-06-22 05:45:02+00:00,HeliosCert,hash,7929ec37a8fa469721481335d5e721c7269ce559022479e9cc54bbf0069f6daa,['malware'],1.4072130172977398e+18,"Sample submitted
2021-06-22 05:45:02
Dionaea Honeypot
Protocol: smbd  
Sources: ::ffff:5.125.43.138 
7929ec37a8fa469721481335d5e721c7269ce559022479e9cc54bbf0069f6daa

#malware #cyber #security",Not Found,,,,,,,,,,
2021-06-22 06:35:03+00:00,HeliosCert,hash,82b270442d94e09ff87356be322668b00d718f3134edbd6e700bdbf88b7771b1,['malware'],1.4072256014051656e+18,"Sample submitted
2021-06-22 06:35:02
Dionaea Honeypot
Protocol: smbd  
Sources: ::ffff:103.66.50.50 
82b270442d94e09ff87356be322668b00d718f3134edbd6e700bdbf88b7771b1

#malware #cyber #security",Not Found,,,,,,,,,,
2021-06-22 07:00:02+00:00,HeliosCert,hash,517d379b297d172378d34196b503afcd39204ae4288fe56946e6e7851e0e0cc3,['malware'],1.4072318910743347e+18,"Sample submitted
2021-06-22 07:00:02
Dionaea Honeypot
Protocol: smbd  
Sources: ::ffff:171.103.163.250 
517d379b297d172378d34196b503afcd39204ae4288fe56946e6e7851e0e0cc3

#malware #cyber #security",Not Found,,,,,,,,,,
2021-06-22 08:20:02+00:00,HeliosCert,hash,127bae12838eec72b9bd067c94d16595a130bec292676d0815d99719f3f31c87,['malware'],1.4072520222613873e+18,"Sample submitted
2021-06-22 08:20:01
Dionaea Honeypot
Protocol: smbd  
Sources: ::ffff:192.140.155.59 
127bae12838eec72b9bd067c94d16595a130bec292676d0815d99719f3f31c87

#malware #cyber #security",Not Found,,,,,,,,,,
2021-06-22 08:55:12+00:00,58_158_177_102,hash,aff547f0a7675ff435486fad59a0bd7d,[],1.4072608746628424e+18,"#cutwail preapare to spread #maldoc #ursnif ?

Subject : Rimessa contrassegni a mezzo bonifico bancario *
MD5 : aff547f0a7675ff435486fad59a0bd7d
payload from : checking...
C2 : checking...
Sample : https://t.co/5xoQydh1P3
https://t.co/135Kf1hGIP (3/63)
https://t.co/xAT9Ch1rKh",Malicious,2021-06-22 08:57:03,2021-06-22 09:50:37,Gozi,xlsm,JAMESWT_MHT,,Twitter,0:01:51,111.0,
2021-06-22 11:46:53+00:00,wagonza,hash,a73ed8e3ee0fa0b1874c8015981b2553fcc363a49a7fcbc6416615045e52d352,['malware'],1.4073040805197455e+18,"#malware #trojan makes a connection to remote 5543/tcp DDNS host located in France

a73ed8e3ee0fa0b1874c8015981b2553fcc363a49a7fcbc6416615045e52d352

🔍 https://t.co/wWDktPfgA2
🔍https://t.co/kwnEw69Rpg https://t.co/yxPheUOx4b",Not Found,,,,,,,,,,
2021-06-22 13:26:19+00:00,MBThreatIntel,hash,5794745215f03da8142cafa057d3ecda,['malspam'],1.4073291037080535e+18,"🚨 #AsyncRat #malspam
Spam email -&gt; Archive file -&gt; VBScript file -&gt; Injects #AsyncRat into MSbuild.exe

➡️ VBS file:
Supplier Detailed_brief_pdf.vbs
5794745215f03da8142cafa057d3ecda

➡️ AsyncRat: 
5990b0d44bb8e76ba6122a1a71cfb037

➡️ C2:
185.140.53.169 https://t.co/otrkYp9QCN",Not Found,,,,,,,,,,
2021-06-22 13:26:19+00:00,MBThreatIntel,hash,5990b0d44bb8e76ba6122a1a71cfb037,['malspam'],1.4073291037080535e+18,"🚨 #AsyncRat #malspam
Spam email -&gt; Archive file -&gt; VBScript file -&gt; Injects #AsyncRat into MSbuild.exe

➡️ VBS file:
Supplier Detailed_brief_pdf.vbs
5794745215f03da8142cafa057d3ecda

➡️ AsyncRat: 
5990b0d44bb8e76ba6122a1a71cfb037

➡️ C2:
185.140.53.169 https://t.co/otrkYp9QCN",Not Found,,,,,,,,,,
2021-06-22 17:57:00+00:00,Cyb3rMik3,hash,53049838192ebb3c1cc108be2c6e2171,['malware'],1.4073972215664886e+18,"New email received with Wacatac.B #malware
📂Bank details[.]exe
📂53049838192ebb3c1cc108be2c6e2171
✉️project.engineer@ssmp[.]co[.]th
🔗136.144.41.26
🌐warin[.]hopto[.]org

Further info and IoCs: https://t.co/3jvY56hyiG",Not Found,,,,,,,,,,
2021-06-23 05:45:02+00:00,HeliosCert,hash,5c5a451a7dad4203b69026cd04554f890c488e8a7d22cc5d1be26879a4ff5a90,['malware'],1.4075754042028237e+18,"Sample submitted
2021-06-23 05:45:02
Dionaea Honeypot
Protocol: smbd  
Sources: ::ffff:42.119.230.18 
5c5a451a7dad4203b69026cd04554f890c488e8a7d22cc5d1be26879a4ff5a90

#malware #cyber #security",Not Found,,,,,,,,,,
2021-06-23 08:45:03+00:00,HeliosCert,hash,c74d4c435684c89f0f3ca6f18e75c3c2ae6f306ebb352d4246261650f15ef69a,['malware'],1.4076207069181788e+18,"Sample submitted
2021-06-23 08:45:03
Dionaea Honeypot
Protocol: smbd  
Sources: ::ffff:113.187.243.236 
c74d4c435684c89f0f3ca6f18e75c3c2ae6f306ebb352d4246261650f15ef69a

#malware #cyber #security",Malicious,2022-07-19 18:44:51,,WannaCry,dll,openctibr,,Twitter,"391 days, 9:59:48",33818388.0,
2021-06-23 08:50:02+00:00,HeliosCert,hash,594b3cd8f6e9c563ac7f820031cfc2b7265fc5e04841d443b6cab9f3a654386c,['malware'],1.4076219619755704e+18,"Sample submitted
2021-06-23 08:50:02
Dionaea Honeypot
Protocol: smbd  
Sources: ::ffff:118.167.22.202 
594b3cd8f6e9c563ac7f820031cfc2b7265fc5e04841d443b6cab9f3a654386c

#malware #cyber #security",Not Found,,,,,,,,,,
2021-06-23 12:20:02+00:00,HeliosCert,hash,96355285844484653a7283686da1e210dab153ef462cb9773c486ca990634781,['malware'],1.4076748110321623e+18,"Sample submitted
2021-06-23 12:20:02
Dionaea Honeypot
Protocol: smbd  
Sources: ::ffff:45.125.117.74 
96355285844484653a7283686da1e210dab153ef462cb9773c486ca990634781

#malware #cyber #security",Not Found,,,,,,,,,,
2021-06-23 18:07:20+00:00,MBThreatIntel,hash,c0534b394a520926576f93d2fcb53460,['malspam'],1.4077622112930898e+18,"🚨 #LokiBot #malspam
Spam email -&gt; Contains a malicious document -&gt; Downloads a remote template -&gt; Exploits Equation Editor vulnerability -&gt; Drops LokiBot

➡️ Maldoc:
c0534b394a520926576f93d2fcb53460

➡️ Remote template (Uses URL shortener): 
https://itsssl[.]com/9h7CN https://t.co/qrZTMUFEtt",Not Found,,,,,,,,,,
2021-06-23 21:25:02+00:00,HeliosCert,hash,51028554b95a6dab54c6a2f7a40d82f0bf48b060998a822e8f87dc80218588c9,['malware'],1.4078119619209216e+18,"Sample submitted
2021-06-23 21:25:01
Dionaea Honeypot
Protocol: smbd  
Sources: ::ffff:95.53.83.107 
51028554b95a6dab54c6a2f7a40d82f0bf48b060998a822e8f87dc80218588c9

#malware #cyber #security",Not Found,,,,,,,,,,
2021-06-24 04:10:02+00:00,HeliosCert,hash,843d8ed02db6e867e1b46076b10f1e8f5068c64336fd0b3634b02dcacc2ca769,['malware'],1.4079138850809487e+18,"Sample submitted
2021-06-24 04:10:02
Dionaea Honeypot
Protocol: smbd  
Sources: ::ffff:157.47.66.18 
843d8ed02db6e867e1b46076b10f1e8f5068c64336fd0b3634b02dcacc2ca769

#malware #cyber #security",Not Found,,,,,,,,,,
2021-06-24 04:25:02+00:00,HeliosCert,hash,12faf0ade4c7ccd9fcb17a32258bc386f078134f940f56f584fc48580029ef9f,['malware'],1.4079176598077932e+18,"Sample submitted
2021-06-24 04:25:02
Dionaea Honeypot
Protocol: smbd  
Sources: ::ffff:190.221.151.226 
12faf0ade4c7ccd9fcb17a32258bc386f078134f940f56f584fc48580029ef9f

#malware #cyber #security",Not Found,,,,,,,,,,
2021-06-24 05:30:02+00:00,HeliosCert,hash,543b7b9393bd9202177b9ab87b27351818c8ad497a4c98eac678cb893f2a66b0,['malware'],1.4079340171655332e+18,"Sample submitted
2021-06-24 05:30:02
Dionaea Honeypot
Protocol: smbd  
Sources: ::ffff:111.93.129.98 
543b7b9393bd9202177b9ab87b27351818c8ad497a4c98eac678cb893f2a66b0

#malware #cyber #security",Not Found,,,,,,,,,,
2021-06-24 05:40:02+00:00,HeliosCert,hash,6fd142c656620d8af815b9b6bc5d45ad1ecbfd166f0220c7fc7aa1c2b529d1ad,['malware'],1.4079365320617738e+18,"Sample submitted
2021-06-24 05:40:01
Dionaea Honeypot
Protocol: smbd  
Sources: ::ffff:213.55.103.182 
6fd142c656620d8af815b9b6bc5d45ad1ecbfd166f0220c7fc7aa1c2b529d1ad

#malware #cyber #security",Not Found,,,,,,,,,,
2021-06-24 06:10:03+00:00,HeliosCert,hash,7fb8222a6482d9ea4b2493fd6e7832e52b3e515c730bf3d9111c204d26cf7c75,['malware'],1.4079440856384225e+18,"Sample submitted
2021-06-24 06:10:02
Dionaea Honeypot
Protocol: smbd  
Sources: ::ffff:14.127.73.49 
7fb8222a6482d9ea4b2493fd6e7832e52b3e515c730bf3d9111c204d26cf7c75

#malware #cyber #security",Not Found,,,,,,,,,,
2021-06-24 06:35:02+00:00,HeliosCert,hash,6f80d833255af695958a7d8d8a29e56301b9319ce71a381f6094d4951a8d9f2f,['malware'],1.4079503752991908e+18,"Sample submitted
2021-06-24 06:35:02
Dionaea Honeypot
Protocol: smbd  
Sources: ::ffff:113.88.165.226 
6f80d833255af695958a7d8d8a29e56301b9319ce71a381f6094d4951a8d9f2f

#malware #cyber #security",Not Found,,,,,,,,,,
2021-06-24 08:55:02+00:00,HeliosCert,hash,8a1b39fe96a9ffc4013332ee74e663f83e9dfe31371a578cc1589b94b37a6339,['malware'],1.407985607788335e+18,"Sample submitted
2021-06-24 08:55:02
Dionaea Honeypot
Protocol: smbd  
Sources: ::ffff:36.235.186.172 
8a1b39fe96a9ffc4013332ee74e663f83e9dfe31371a578cc1589b94b37a6339

#malware #cyber #security",Not Found,,,,,,,,,,
2021-06-24 10:17:26+00:00,ps66uk,hash,881801925309c53cb0b35b81e01deb696f687753c68832d3b852c3825e9192e2,[],1.4080063441379164e+18,"""Fatura Belgesi / Invoice Document""

EML &gt; gz &gt; exe #formbook

881801925309c53cb0b35b81e01deb696f687753c68832d3b852c3825e9192e2

C2 ://www.currogpheasantshoot.com/bk2s/

https://t.co/TO4mU9MSFp
https://t.co/Uf6foI58vM
https://t.co/924rk6zOpA",Not Found,,,,,,,,,,
2021-06-24 14:06:50+00:00,MBThreatIntel,hash,1b58d0fd93f8197987eb292e80339b59,['malspam'],1.40806407396343e+18,"🚨 #AveMaria #malspam

➡️ Archive file:
1b58d0fd93f8197987eb292e80339b59
Order 18-670077.zipx

➡️ Maldoc:
7fbf97d4dead8b8f3679045b9381d6a1

➡️ Download URL:
http://52.142.42.230/desk/desktop.exe

➡️ AveMaria Payload:
132409e6519ff98e86740cdb6a353711

➡️ C2:
13.82.24.228 https://t.co/B0oO4JhBiT",Not Found,,,,,,,,,,
2021-06-24 14:06:50+00:00,MBThreatIntel,hash,7fbf97d4dead8b8f3679045b9381d6a1,['malspam'],1.40806407396343e+18,"🚨 #AveMaria #malspam

➡️ Archive file:
1b58d0fd93f8197987eb292e80339b59
Order 18-670077.zipx

➡️ Maldoc:
7fbf97d4dead8b8f3679045b9381d6a1

➡️ Download URL:
http://52.142.42.230/desk/desktop.exe

➡️ AveMaria Payload:
132409e6519ff98e86740cdb6a353711

➡️ C2:
13.82.24.228 https://t.co/B0oO4JhBiT",Not Found,,,,,,,,,,
2021-06-24 14:06:50+00:00,MBThreatIntel,hash,132409e6519ff98e86740cdb6a353711,['malspam'],1.40806407396343e+18,"🚨 #AveMaria #malspam

➡️ Archive file:
1b58d0fd93f8197987eb292e80339b59
Order 18-670077.zipx

➡️ Maldoc:
7fbf97d4dead8b8f3679045b9381d6a1

➡️ Download URL:
http://52.142.42.230/desk/desktop.exe

➡️ AveMaria Payload:
132409e6519ff98e86740cdb6a353711

➡️ C2:
13.82.24.228 https://t.co/B0oO4JhBiT",Malicious,2021-06-25 16:13:34,,AveMariaRAT,exe,zbetcheckin,,Twitter,"1 day, 2:06:44",94004.0,
2021-06-24 16:15:02+00:00,HeliosCert,hash,c708422b07d6b12f7cb3120af403e70fec4ace910e53a47280e9b66338251ccd,['malware'],1.4080963371665408e+18,"Sample submitted
2021-06-24 16:15:02
Dionaea Honeypot
Protocol: smbd  
Sources: ::ffff:14.248.78.232 
c708422b07d6b12f7cb3120af403e70fec4ace910e53a47280e9b66338251ccd

#malware #cyber #security",Not Found,,,,,,,,,,
2021-06-25 08:05:02+00:00,HeliosCert,hash,7d0bd082810346aca940a642463b10e1f59ce0c336a0906f47a588ab03443f77,['malware'],1.4083354129349878e+18,"Sample submitted
2021-06-25 08:05:02
Dionaea Honeypot
Protocol: smbd  
Sources: ::ffff:164.155.88.64 
7d0bd082810346aca940a642463b10e1f59ce0c336a0906f47a588ab03443f77

#malware #cyber #security",Not Found,,,,,,,,,,
2021-06-25 20:04:36+00:00,MBThreatIntel,hash,27c2d85cc6aac0fe20bd951c18ac4731,['malspam'],1.4085164976565002e+18,"🚨 New #Qbot #malspam: A new DocuSign template used to push Qbot
Email -&gt; Contains archive file -&gt; Contains Excel file -&gt; Drops Qbot -&gt; Injects itself into Explorer.exe

Maldocs:
27c2d85cc6aac0fe20bd951c18ac4731
27c2d85cc6aac0fe20bd951c18ac4731
66dca0051f3a152e092c5598137f7df6 https://t.co/7xTKrmcRJ6",Not Found,,,,,,,,,,
2021-06-25 20:04:36+00:00,MBThreatIntel,hash,66dca0051f3a152e092c5598137f7df6,['malspam'],1.4085164976565002e+18,"🚨 New #Qbot #malspam: A new DocuSign template used to push Qbot
Email -&gt; Contains archive file -&gt; Contains Excel file -&gt; Drops Qbot -&gt; Injects itself into Explorer.exe

Maldocs:
27c2d85cc6aac0fe20bd951c18ac4731
27c2d85cc6aac0fe20bd951c18ac4731
66dca0051f3a152e092c5598137f7df6 https://t.co/7xTKrmcRJ6",Not Found,,,,,,,,,,
2021-06-26 02:10:02+00:00,HeliosCert,hash,0268d6402dfe730e8de169db5e05e734beeb092d4fc593f102e4b0ffa0d9b7ea,['malware'],1.408608462075011e+18,"Sample submitted
2021-06-26 02:10:02
Dionaea Honeypot
Protocol: smbd  
Sources: ::ffff:105.196.210.44 
0268d6402dfe730e8de169db5e05e734beeb092d4fc593f102e4b0ffa0d9b7ea

#malware #cyber #security",Not Found,,,,,,,,,,
2021-06-26 02:25:02+00:00,HeliosCert,hash,5c86455e35182be4f5eb0da12272f55745fe32ff7c581281195b0e4b4a596a1d,['malware'],1.4086122346165084e+18,"Sample submitted
2021-06-26 02:25:01
Dionaea Honeypot
Protocol: smbd  
Sources: ::ffff:121.52.146.106 
5c86455e35182be4f5eb0da12272f55745fe32ff7c581281195b0e4b4a596a1d

#malware #cyber #security",Not Found,,,,,,,,,,
2021-06-26 05:05:03+00:00,HeliosCert,hash,50c517f91f262e37163ac6dc2c6378f61bc01c6191cad0098da2c3a80a9e1989,['malware'],1.4086525036007506e+18,"Sample submitted
2021-06-26 05:05:02
Dionaea Honeypot
Protocol: smbd  
Sources: ::ffff:180.248.219.10 
50c517f91f262e37163ac6dc2c6378f61bc01c6191cad0098da2c3a80a9e1989

#malware #cyber #security",Not Found,,,,,,,,,,
2021-06-26 07:15:02+00:00,HeliosCert,hash,3b6f289036c7e924b20c5eb12daa5b902dcc660fc89a99b9fd0024088c9bec45,['malware'],1.4086852162989466e+18,"Sample submitted
2021-06-26 07:15:01
Dionaea Honeypot
Protocol: smbd  
Sources: ::ffff:118.71.135.68 
3b6f289036c7e924b20c5eb12daa5b902dcc660fc89a99b9fd0024088c9bec45

#malware #cyber #security",Not Found,,,,,,,,,,
2021-06-26 07:35:02+00:00,HeliosCert,hash,753f044f06afbca9827bfb81bcbf52e69c827136c0de9ab092c78f6cdc6d5848,['malware'],1.408690250948432e+18,"Sample submitted
2021-06-26 07:35:02
Dionaea Honeypot
Protocol: smbd  
Sources: ::ffff:203.160.168.146 
753f044f06afbca9827bfb81bcbf52e69c827136c0de9ab092c78f6cdc6d5848

#malware #cyber #security",Not Found,,,,,,,,,,
2021-06-27 03:55:02+00:00,HeliosCert,hash,5af74c994e47a885a42829917745cda1d9665b766c549c28aee2770456329fa0,['malware'],1.408997273032405e+18,"Sample submitted
2021-06-27 03:55:01
Dionaea Honeypot
Protocol: smbd  
Sources: ::ffff:47.247.202.194 
5af74c994e47a885a42829917745cda1d9665b766c549c28aee2770456329fa0

#malware #cyber #security",Not Found,,,,,,,,,,
2021-06-27 04:55:02+00:00,HeliosCert,hash,f29db712c616ee12f6a458defcc687c5e3595e274343ada776e52bb8c69c304f,['malware'],1.409012374229631e+18,"Sample submitted
2021-06-27 04:55:02
Dionaea Honeypot
Protocol: smbd  
Sources: ::ffff:41.110.147.50 
f29db712c616ee12f6a458defcc687c5e3595e274343ada776e52bb8c69c304f

#malware #cyber #security",Not Found,,,,,,,,,,
2021-06-27 11:30:03+00:00,HeliosCert,hash,fbc5b7d85db1bd0fa9e5f9733aa3f1101fdbc81c61e0d925a8a1aef448f745fe,['malware'],1.4091117802034176e+18,"Sample submitted
2021-06-27 11:30:02
Dionaea Honeypot
Protocol: smbd  
Sources: ::ffff:125.165.178.132 
fbc5b7d85db1bd0fa9e5f9733aa3f1101fdbc81c61e0d925a8a1aef448f745fe

#malware #cyber #security",Not Found,,,,,,,,,,
2021-06-27 14:11:17+00:00,Necio_news,hash,434BB3D29A8126FE4E268F48BA27D89D,['ransomware'],1.409152357192065e+18,build.exe (MD5: 434BB3D29A8126FE4E268F48BA27D89D) #Ransomware  https://t.co/gC67jiGBjQ,Malicious,2021-06-18 12:46:12,2021-06-18 13:56:00,Stop,exe,abuse_ch,,Malware Bazaar,"9 days, 1:25:05",782705.0,
2021-06-28 05:25:02+00:00,HeliosCert,hash,308009dab7f349fbab0f8b24c29f3bdd3fe4d4832a5b5e4c091dc3ae8cdd1e40,['malware'],1.409382311192322e+18,"Sample submitted
2021-06-28 05:25:02
Dionaea Honeypot
Protocol: smbd  
Sources: ::ffff:123.231.186.18 
308009dab7f349fbab0f8b24c29f3bdd3fe4d4832a5b5e4c091dc3ae8cdd1e40

#malware #cyber #security",Not Found,,,,,,,,,,
2021-06-28 09:58:28+00:00,reecdeep,hash,45E6616D2335A4A0A6AE5B8CBBAE243F,['malware'],1.409451122511815e+18,"#GuLoader targets #Italy 🇮🇹 spawning #FormBook #Malware 

""Invio ordine fornitore""
MD5: 45E6616D2335A4A0A6AE5B8CBBAE243F

👉hxxps://drive.google.com/uc?export=download&amp;id=1L9rOHmkZRRPLD4OXw6gSJrp_2y9_S6Hi

🔥c2: cunix88.[com

#infosec #CyberSecurity #cybercrime #Security https://t.co/gpdX2zUMRF",Not Found,,,,,,,,,,
